No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
3781,Corn Oil,Fats and Oils,1 tsp,13.55,0.0,13.53,0.0,123.24,0,0,0,0,0,0.25,Duplicate
3782,Lupin Beans,Vegetables,1 cup,170.84,25.57,4.9,16.5,212.56,1,0,1,0,1,0.25,Duplicate
3783,Sweetened Corn Flakes,Grains,1 cup,37.18,2.03,0.54,33.27,147.36,1,1,0,1,0,0.5,Duplicate
3784,Yellow Beans,Vegetables,1 cup,181.76,15.72,1.85,45.65,262.02,1,0,0,0,0,1.0,Duplicate
3785,Toast Cubes,Grains,1 cup,29.64,3.58,2.01,22.61,122.91,1,1,0,1,0,0.5,Duplicate
3786,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,102.11,19.76,3.74,0.41,113.69,1,0,0,0,1,1.0,Duplicate
3787,Mango,Fruits,1 medium one,208.01,1.08,0.6,34.54,148.44,0,1,0,1,1,1.0,Duplicate
3788,White Sugar,Grains,1 tsp,3.94,0.0,0.0,4.08,16.07,1,1,0,1,0,0.75,Duplicate
3789,Broasted Chicken Breast,Protein,1/2 small chicken breast,85.36,26.4,3.04,0.0,131.93,1,0,1,0,1,0.75,Duplicate
3790,Fried Chicken Thigh,Protein,1 medium chicken thigh,85.1,18.06,14.13,7.42,229.78,0,0,1,0,1,0.25,Duplicate
3791,Fried Shrimp,Protein,3-4 medium pieces,82.77,18.06,10.64,9.81,207.57,0,0,1,0,1,1.0,Duplicate
3792,Cooked Quail,Protein,Palm-sized portion,86.69,21.07,12.13,0.0,192.73,0,0,0,0,1,0.0,Duplicate
3793,White Rice Flour,Grains,1 cup,157.72,9.22,2.17,126.42,560.17,1,1,0,1,0,0.75,Duplicate
3794,Evaporated Milk,Dairy,6 tbsp,101.41,7.0,8.11,9.75,138.49,1,0,0,0,0,0.5,Duplicate
3795,Leek (Greens),Vegetables,4 tsp,40.24,1.01,0.0,6.55,29.48,1,0,0,0,0,0.0,Duplicate
3796,Tabbouleh,Vegetables,2 tbsp,27.6,0.99,2.02,1.95,31.14,0,0,0,0,1,0.25,Duplicate
3797,Rice (cooked),Grains,1 cup,157.1,4.26,0.45,43.37,195.43,1,1,0,1,0,0.0,Duplicate
3798,Cauliflower,Vegetables,1 cup,99.73,1.96,0.1,5.28,30.54,0,0,0,0,1,0.5,Duplicate
3799,Omelette,Protein,1 egg,60.61,6.37,7.4,0.41,95.28,1,0,0,0,0,0.0,Duplicate
3800,Fried Pigeon,Protein,Palm-sized portion,102.33,27.77,4.08,0.0,147.94,0,0,0,0,0,0.0,Duplicate
3801,Red Radish,Vegetables,Sliced (1/2 cup),56.9,0.41,0.1,1.98,11.3,0,0,0,0,0,0.5,Duplicate
3802,Cottage Cheese < 5% Fat,Dairy,1 cup,225.46,23.11,0.69,15.54,162.39,1,0,0,0,0,0.75,Duplicate
3803,Sour Cherries,Fruits,1 cup,103.86,1.02,0.3,12.35,58.14,0,1,0,1,1,0.25,Duplicate
3804,Soft Goat Milk Cheese,Dairy,2 tbsp,28.41,5.06,6.06,0.2,77.25,1,0,0,0,0,0.25,Duplicate
3805,Roasted Duck without Skin,Protein,Palm-sized portion,86.24,20.12,9.69,0.0,166.28,1,0,0,0,1,0.75,Duplicate
3806,Leek (Greens),Vegetables,1 bunch (1 cup),91.61,1.27,0.29,12.44,56.71,1,0,0,0,0,0.75,Duplicate
3807,Cheese Biscuit,Grains,1 piece,1.02,0.1,0.25,0.6,5.92,1,1,1,1,0,0.75,Duplicate
3808,Mulberries,Fruits,1 cup,120.1,1.52,0.82,14.84,72.66,0,1,0,1,1,0.0,Duplicate
3809,Sausage,Protein,1 piece,56.33,7.02,16.71,1.03,181.67,0,0,0,0,0,1.0,Duplicate
3810,Chickpeas (Hummus),Vegetables,1 tbsp,13.59,1.07,1.27,1.97,24.16,1,0,0,0,0,0.5,Duplicate
3811,Fat-Free Milk,Dairy,1 cup,251.82,8.48,0.2,11.9,83.57,1,0,0,0,0,0.0,Duplicate
3812,Low-Fat Milk,Dairy,1 cup,241.3,7.99,4.91,11.59,124.22,1,0,0,0,0,0.0,Duplicate
3813,French Bread (Baguette),Grains,1 small slice,31.38,3.9,0.59,18.18,93.1,1,1,0,1,0,0.75,Duplicate
3814,Black Beans,Vegetables,1 cup,159.39,14.79,4.1,45.02,277.38,1,0,0,0,0,0.0,Duplicate
3815,Chicken Liver,Protein,3 medium pieces,84.09,21.19,4.74,0.74,128.6,0,0,1,0,1,0.75,Duplicate
3816,French Bread (Baguette),Grains,1 small slice,32.91,3.9,0.61,17.57,91.08,1,1,0,1,0,0.0,Duplicate
3817,Coriander (Cilantro),Vegetables,9 sprigs,19.67,0.4,0.1,0.72,6.64,0,0,0,0,0,0.5,Duplicate
3818,Sausage,Protein,1 piece,55.54,6.66,16.23,1.06,175.53,0,0,0,0,0,0.25,Duplicate
3819,Low-Fat Ricotta Cheese,Dairy,1 cup,121.26,14.19,9.82,6.29,168.33,0,0,0,0,0,1.0,Duplicate
3820,Salted Cracker/Biscuit,Grains,1 piece,3.05,0.21,0.76,1.88,16.4,1,1,0,1,0,0.0,Duplicate
3821,Oatmeal Bread with Bran,Grains,1 small slice,30.41,3.15,1.3,11.73,71.68,1,1,1,1,0,0.75,Duplicate
3822,Omelette,Protein,1 egg,62.13,6.67,7.49,0.39,93.67,1,0,0,0,0,1.0,Duplicate
3823,Cooked Meat Liver,Protein,4 medium pieces,83.94,22.88,6.64,6.69,176.24,0,0,0,0,1,0.5,Duplicate
3824,Canned Chicken,Protein,1 can,137.91,31.03,11.26,0.0,223.51,0,0,0,0,1,0.5,Duplicate
3825,Sweet Cherries,Fruits,1 cup,114.0,1.22,0.2,18.32,78.28,0,1,0,1,1,1.0,Duplicate
3826,Fried Shrimp,Protein,3-4 medium pieces,83.17,18.27,10.51,9.73,205.31,0,0,1,0,1,0.0,Duplicate
3827,Fried Shrimp,Protein,3-4 medium pieces,85.22,18.51,10.71,9.83,209.88,0,0,1,0,1,0.25,Duplicate
3828,Boiled Egg,Protein,1 egg,49.92,6.13,5.33,0.62,76.68,1,0,0,0,0,0.5,Duplicate
3829,Plain Cake (Muffin),Grains,1 large size,66.5,4.53,7.31,26.17,188.33,1,1,0,1,0,0.75,Duplicate
3830,Rice (cooked),Grains,1 cup,161.96,4.24,0.45,45.71,204.53,1,1,0,1,0,0.5,Duplicate
3831,Brown Wheat Flour,Grains,1 cup,122.75,16.15,2.2,88.12,438.37,1,1,0,1,0,0.25,Duplicate
3832,Oatmeal Bread with Bran,Grains,1 small slice,30.31,3.03,1.3,11.59,71.65,1,1,1,1,0,0.75,Duplicate
3833,Cucumber,Vegetables,1 large piece,294.44,1.95,0.3,10.97,52.97,0,0,0,0,0,1.0,Duplicate
3834,Brown Wheat Flour,Grains,1 cup,116.42,16.82,2.17,88.88,441.75,1,1,0,1,0,0.25,Duplicate
3835,Apple,Fruits,1 medium one,139.9,0.39,0.21,18.65,79.22,0,1,0,1,1,0.25,Duplicate
3836,Papaya,Fruits,1 medium one,300.85,1.91,0.41,30.28,133.44,0,1,0,1,1,0.25,Duplicate
3837,Fried Shrimp,Protein,3-4 medium pieces,85.64,17.8,10.69,9.97,209.15,0,0,1,0,1,0.0,Duplicate
3838,Feta Cheese,Dairy,2 tbsp,28.19,3.98,6.02,1.11,73.08,0,0,0,0,0,0.5,Duplicate
3839,Plain Cake (Muffin),Grains,1 large size,64.55,4.51,7.23,26.29,189.63,1,1,0,1,0,0.75,Duplicate
3840,Lupin Beans,Vegetables,1 cup,170.11,25.72,4.73,15.99,211.2,1,0,1,0,1,0.75,Duplicate
3841,Canned Chicken,Protein,1 can,142.47,31.53,11.3,0.0,226.5,0,0,0,0,1,0.5,Duplicate
3842,Sweetened Corn Flakes,Grains,1 cup,37.37,2.01,0.54,35.06,154.05,1,1,0,1,0,0.0,Duplicate
3843,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,32.78,2.35,0.1,3.57,23.05,1,0,0,0,0,0.5,Duplicate
3844,Fried Egg,Protein,1 egg,44.96,6.11,6.91,0.39,88.49,1,0,0,0,0,0.5,Duplicate
3845,Fat-Free Yogurt,Dairy,1 cup,220.89,13.17,0.41,17.44,128.05,1,0,0,0,0,0.0,Duplicate
3846,Brown Sugar,Grains,1 tsp,3.04,0.0,0.0,2.93,11.35,1,1,0,1,0,0.25,Duplicate
3847,Canned Tuna Fish,Protein,Palm-sized portion,85.53,22.3,0.7,0.0,93.96,0,0,0,0,0,0.25,Duplicate
3848,Celery,Vegetables,1 medium stalk,38.87,0.3,0.1,1.17,7.48,0,0,0,0,0,0.75,Duplicate
3849,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,101.89,18.17,10.28,0.0,165.22,0,0,0,0,0,0.0,Duplicate
3850,Mango,Fruits,1 medium one,204.05,1.11,0.6,35.66,152.14,0,1,0,1,1,0.0,Duplicate
3851,Fried Kingfish,Protein,Palm-sized portion,100.16,26.14,11.74,0.0,210.47,0,0,0,0,1,1.0,Duplicate
3852,Papaya,Fruits,1 medium one,305.57,1.91,0.41,29.17,128.56,0,1,0,1,1,0.75,Duplicate
3853,Cauliflower,Vegetables,1 cup,98.43,1.94,0.1,5.16,30.32,0,0,0,0,1,0.25,Duplicate
3854,Roasted Duck without Skin,Protein,Palm-sized portion,82.78,19.5,9.4,0.0,163.9,1,0,0,0,1,0.25,Duplicate
3855,Toast Cubes,Grains,1 cup,30.71,3.68,1.96,22.5,121.24,1,1,0,1,0,0.5,Duplicate
3856,Corn Flour,Grains,1 cup,110.64,0.0,0.2,0.0,2.44,0,0,0,0,0,1.0,Duplicate
3857,Tomato,Vegetables,1 medium one,120.29,1.12,0.2,4.67,25.43,0,0,0,0,0,0.5,Duplicate
3858,Cranberries,Fruits,1 cup,96.3,0.39,0.1,11.93,48.73,0,1,0,1,1,0.75,Duplicate
3859,Fat-Free Chocolate Yogurt,Dairy,1 cup,225.75,7.84,0.0,54.34,247.2,1,0,0,0,0,0.25,Duplicate
3860,Margarine (Salted),Fats and Oils,1 tsp,4.83,0.04,3.89,0.04,35.33,0,0,0,0,0,0.5,Duplicate
3861,Milk Powder,Dairy,2 tbsp,31.68,8.42,8.58,12.38,160.31,0,0,0,0,0,1.0,Duplicate
3862,Lentils,Vegetables,1 cup,192.74,17.86,0.81,39.03,236.66,0,0,0,0,0,1.0,Duplicate
3863,Pineapple,Fruits,1 cup (chunks),156.2,0.79,0.2,20.65,86.35,0,1,0,1,1,0.75,Duplicate
3864,Egg Yolk,Protein,1 egg yolk,16.74,2.73,4.37,0.59,52.9,1,0,0,0,0,0.75,Duplicate
3865,Cooked Oatmeal,Grains,1 cup,239.04,5.5,3.17,27.1,158.11,1,1,0,1,0,0.0,Duplicate
3866,Avocado,Fruits,1 cup (sliced),145.76,2.92,21.1,12.63,254.04,0,1,0,1,1,1.0,Duplicate
3867,Dried Egg,Protein,1 tsp,4.9,2.34,2.2,0.1,31.25,1,0,0,0,0,0.25,Duplicate
3868,Low-Fat Strawberry Yogurt,Dairy,1 cup,225.66,9.08,2.59,43.03,232.14,1,0,0,0,0,0.5,Duplicate
3869,Rice Bran,Grains,1 cup,115.31,15.45,24.3,58.66,515.52,1,1,0,1,0,0.5,Duplicate
3870,Cauliflower,Vegetables,1 cup,102.84,1.95,0.1,5.32,30.62,0,0,0,0,1,0.25,Duplicate
3871,Dried Apple,Fruits,1 slice,98.83,0.9,0.29,65.44,265.98,0,1,0,1,1,0.0,Duplicate
3872,Eggplant (Aubergine),Vegetables,1/2 cup,81.61,0.84,0.15,4.93,25.36,1,0,1,0,1,0.25,Duplicate
3873,Carrot,Vegetables,1 one,70.58,0.71,0.2,6.83,31.64,0,0,0,0,0,0.0,Duplicate
3874,Guava,Fruits,1 medium one,90.17,2.34,0.91,13.12,71.53,0,1,0,1,1,0.75,Duplicate
3875,White Rice Flour,Grains,1 cup,153.56,9.56,2.18,125.6,561.04,1,1,0,1,0,1.0,Duplicate
3876,Rice Bran,Grains,1 cup,119.63,15.88,24.59,59.68,521.91,1,1,0,1,0,0.75,Duplicate
3877,Chickpeas (Hummus),Vegetables,1 tbsp,13.99,1.08,1.26,1.99,25.01,1,0,0,0,0,0.0,Duplicate
3878,Grapefruit,Fruits,1/2 medium one,121.26,0.7,0.1,9.59,43.74,0,1,0,1,1,0.75,Duplicate
3879,Chicken Egg,Protein,1 egg,48.75,6.27,5.05,0.4,73.6,1,0,0,0,0,1.0,Duplicate
3880,Rice (cooked),Grains,1 cup,161.12,4.33,0.43,43.79,195.32,1,1,0,1,0,0.5,Duplicate
3881,Chicken Liver,Protein,3 medium pieces,85.88,21.14,4.52,0.75,129.03,0,0,1,0,1,0.0,Duplicate
3882,Cooked Pasta,Grains,1 cup,136.49,6.58,0.95,40.23,195.1,0,0,0,0,1,0.75,Duplicate
3883,Dried Egg,Protein,1 tsp,4.95,2.33,2.21,0.1,28.32,1,0,0,0,0,0.0,Duplicate
3884,Strawberry,Fruits,1 cup,140.51,0.98,0.39,11.24,52.24,0,1,0,1,1,1.0,Duplicate
3885,Canned Sweetened Condensed Milk,Dairy,2 tbsp,38.45,3.0,3.38,20.27,122.7,1,0,0,0,0,0.5,Duplicate
3886,Grilled Meed Fish,Protein,Palm-sized portion,97.65,23.81,10.69,0.0,190.73,0,0,1,0,1,0.75,Duplicate
3887,Corn Oil,Fats and Oils,1 tsp,13.77,0.0,13.63,0.0,122.7,0,0,0,0,0,0.75,Duplicate
3888,Fat-Free Yogurt,Dairy,1 cup,228.26,13.2,0.4,17.26,126.34,1,0,0,0,0,0.25,Duplicate
3889,Orange Peel,Fruits,1 tsp,6.06,0.1,0.0,1.53,5.13,0,1,0,1,1,1.0,Duplicate
3890,Mushroom,Vegetables,Sliced (1 cup),70.04,2.26,0.2,2.24,18.35,0,0,0,0,0,0.25,Duplicate
3891,Low-Fat Milk,Dairy,1 cup,239.31,8.31,4.68,11.45,120.54,1,0,0,0,0,0.75,Duplicate
3892,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,32.52,2.41,0.1,3.52,24.36,1,0,0,0,0,1.0,Duplicate
3893,Yellow Beans,Vegetables,1 cup,173.85,16.62,1.92,44.14,258.78,1,0,0,0,0,0.5,Duplicate
3894,Evaporated Milk,Dairy,6 tbsp,101.83,7.08,7.78,9.79,139.04,1,0,0,0,0,0.25,Duplicate
3895,Taro,Vegetables,1 cup,102.99,1.58,0.21,27.47,119.34,0,0,0,0,0,0.5,Duplicate
3896,Low-Fat Yogurt,Dairy,1 cup,227.86,11.56,3.56,15.89,141.6,1,0,0,0,0,1.0,Duplicate
3897,White Bread Roll,Grains,1 medium roll,28.36,0.0,0.0,0.0,0.0,1,1,1,1,0,1.0,Duplicate
3898,Bread Crumbs,Grains,1 cup,110.55,14.64,5.79,77.62,421.73,1,1,0,1,0,0.0,Duplicate
3899,Fat-Free Cream Cheese,Dairy,2 tbsp,28.8,4.32,0.3,2.07,27.47,1,0,0,0,0,0.5,Duplicate
3900,Fried Shrimp,Protein,3-4 medium pieces,87.36,17.7,10.65,9.81,207.88,0,0,1,0,1,0.0,Duplicate
3901,Blackberries,Fruits,1 cup,145.45,2.03,0.68,14.08,70.16,0,1,0,1,1,0.0,Duplicate
3902,Nectarine,Fruits,1 medium one,136.93,1.38,0.39,13.92,63.35,0,1,0,1,1,1.0,Duplicate
3903,Purslane,Vegetables,1 cup,43.37,0.6,0.0,1.53,7.11,0,0,0,0,0,1.0,Duplicate
3904,Rice Bran,Grains,1 cup,119.05,16.07,24.78,57.65,516.28,1,1,0,1,0,0.25,Duplicate
3905,Halloumi Cheese,Dairy,1 cup,100.91,16.23,29.71,8.43,366.47,0,0,0,0,0,0.25,Duplicate
3906,Cooked Meat Liver,Protein,4 medium pieces,84.13,23.13,6.63,6.56,179.82,0,0,0,0,1,0.5,Duplicate
3907,Yogurt,Dairy,1/3 cup,97.98,3.24,2.58,5.29,58.07,1,0,0,0,0,1.0,Duplicate
3908,Beetroot,Vegetables,Sliced (1/2 cup),66.35,1.11,0.1,6.63,31.23,0,0,0,0,0,0.5,Duplicate
3909,Canned Chicken,Protein,1 can,144.23,31.14,11.4,0.0,225.7,0,0,0,0,1,1.0,Duplicate
3910,Chicken Egg,Protein,1 egg,51.43,6.37,5.08,0.4,72.83,1,0,0,0,0,0.5,Duplicate
3911,Olive Oil,Fats and Oils,1 tsp,13.74,0.0,13.89,0.0,123.23,0,0,0,0,0,1.0,Duplicate
3912,Boiled Egg,Protein,1 egg,51.48,6.23,5.24,0.6,76.26,1,0,0,0,0,0.5,Duplicate
3913,Orange,Fruits,1 medium one,130.68,1.23,0.2,15.83,70.11,0,1,0,1,1,0.75,Duplicate
3914,Boobar,Vegetables,1 cup,33.76,0.31,0.0,1.08,3.9,0,0,0,0,0,0.25,Duplicate
3915,Grapefruit,Fruits,1/2 medium one,119.41,0.69,0.1,9.61,44.04,0,1,0,1,1,1.0,Duplicate
3916,Broasted Chicken Thigh,Protein,1 medium chicken thigh,85.62,21.5,11.51,0.0,187.89,1,0,1,0,1,0.25,Duplicate
3917,Fat-Free Cream Cheese,Dairy,2 tbsp,27.39,4.51,0.3,2.1,31.03,1,0,0,0,0,0.75,Duplicate
3918,Turnip,Vegetables,1 cup sliced,65.72,2.21,0.5,6.66,40.51,0,0,0,0,0,0.5,Duplicate
3919,Low-Fat Chocolate Milk,Dairy,1 cup,251.35,7.35,4.74,30.74,193.29,1,0,0,0,0,0.5,Duplicate
3920,Parsley,Vegetables,10 sprigs,10.03,0.3,0.1,0.58,5.04,0,0,0,0,0,0.5,Duplicate
3921,Cooked Pasta,Grains,1 cup,137.69,6.75,0.93,39.42,191.78,0,0,0,0,1,0.75,Duplicate
3922,Low-Fat Ricotta Cheese,Dairy,1 cup,124.96,14.33,9.55,6.26,166.99,0,0,0,0,0,1.0,Duplicate
3923,Fat-Free Milk,Dairy,1 cup,243.27,8.46,0.19,12.54,87.41,1,0,0,0,0,0.75,Duplicate
3924,Dried Plums (Prunes),Fruits,1 cup (halves),164.32,5.93,1.23,96.91,422.66,0,1,0,1,1,0.75,Duplicate
3925,Labneh (Strained Yogurt),Dairy,1 cup,97.63,12.97,10.91,0.98,154.98,1,0,0,0,0,0.0,Duplicate
3926,Apricot,Fruits,3 pieces,107.29,1.54,0.4,11.66,58.04,0,1,0,1,1,0.5,Duplicate
3927,Mayonnaise,Fats and Oils,1 tsp,14.56,0.13,4.79,3.44,55.8,0,0,0,0,0,0.0,Duplicate
3928,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.26,6.85,4.52,0.79,72.6,0,0,0,0,0,1.0,Duplicate
3929,Grilled Meed Fish,Protein,Palm-sized portion,98.61,23.92,10.62,0.0,189.53,0,0,1,0,1,0.0,Duplicate
3930,Lentils,Vegetables,1 cup,194.89,18.0,0.82,40.09,239.75,0,0,0,0,0,0.0,Duplicate
3931,Fat-Free Cream Cheese,Dairy,2 tbsp,28.69,4.3,0.29,2.15,28.58,1,0,0,0,0,0.75,Duplicate
3932,Soft Goat Milk Cheese,Dairy,2 tbsp,28.26,5.13,5.93,0.2,75.04,1,0,0,0,0,1.0,Duplicate
3933,Corn Flour,Grains,1 cup,116.35,0.0,0.2,0.0,1.39,0,0,0,0,0,0.0,Duplicate
3934,Grilled Yanam Fish,Protein,Palm-sized portion,100.91,26.53,5.67,0.0,155.83,0,0,0,0,1,0.75,Duplicate
3935,Soft Goat Milk Cheese,Dairy,2 tbsp,28.06,5.31,6.0,0.2,76.65,1,0,0,0,0,0.25,Duplicate
3936,Low-Fat Strawberry Yogurt,Dairy,1 cup,229.21,9.21,2.63,41.89,229.15,1,0,0,0,0,0.0,Duplicate
3937,Fried Chicken Breast,Protein,1/2 small chicken breast,86.44,28.72,3.89,0.42,150.1,0,0,1,0,1,0.75,Duplicate
3938,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,64.79,0.51,0.2,7.36,32.44,0,1,0,1,1,0.0,Duplicate
3939,Roasted Duck without Skin,Protein,Palm-sized portion,86.28,19.64,9.72,0.0,166.64,1,0,0,0,1,0.5,Duplicate
3940,Corn Flakes,Grains,1 cup,164.54,16.0,8.1,126.2,643.23,1,1,0,1,0,0.0,Duplicate
3941,Yogurt,Dairy,1/3 cup,102.67,3.17,2.61,5.38,57.89,1,0,0,0,0,1.0,Duplicate
3942,Broasted Chicken Breast,Protein,1/2 small chicken breast,84.41,25.79,2.98,0.0,129.26,1,0,1,0,1,0.5,Duplicate
3943,Sausage,Protein,1 piece,56.64,6.78,16.29,1.04,178.53,0,0,0,0,0,0.25,Duplicate
3944,Parsley,Vegetables,10 sprigs,10.18,0.3,0.1,0.62,2.71,0,0,0,0,0,0.5,Duplicate
3945,Green Hot Pepper,Vegetables,1 piece,46.06,0.89,0.1,4.33,21.05,0,0,0,0,0,0.5,Duplicate
3946,Onion,Vegetables,1 cup (chopped),163.89,1.75,0.2,14.94,69.56,0,0,0,0,0,0.5,Duplicate
3947,Pineapple,Fruits,1 cup (chunks),153.89,0.79,0.2,20.89,90.31,0,1,0,1,1,0.0,Duplicate
3948,Orange,Fruits,1 medium one,132.77,1.18,0.2,15.63,68.09,0,1,0,1,1,0.75,Duplicate
3949,White Sugar,Grains,1 tsp,3.94,0.0,0.0,3.94,17.74,1,1,0,1,0,1.0,Duplicate
3950,Low-Fat Vanilla Yogurt,Dairy,1 cup,229.16,10.94,2.88,30.65,194.19,1,0,0,0,0,0.5,Duplicate
3951,Chickpeas (Hummus),Vegetables,1 tbsp,13.68,1.1,1.28,2.04,22.09,1,0,0,0,0,0.25,Duplicate
3952,Chicken,Protein,Palm-sized portion,85.82,18.31,2.63,0.0,96.47,0,0,0,0,1,0.75,Duplicate
3953,Quinoa,Grains,1 cup,166.28,24.11,10.07,106.95,614.44,1,1,0,1,0,0.0,Duplicate
3954,Peach,Fruits,1 medium one,149.92,1.43,0.39,14.22,67.76,0,1,0,1,1,0.75,Duplicate
3955,Plain Cake (Muffin),Grains,1 large size,65.42,4.53,7.43,26.81,192.93,1,1,0,1,0,0.25,Duplicate
3956,Lemon Peel,Fruits,1 tsp,5.92,0.1,0.0,1.0,3.57,0,1,0,1,1,0.25,Duplicate
3957,Canned Chicken,Protein,1 can,141.12,30.12,11.32,0.0,220.47,0,0,0,0,1,0.25,Duplicate
3958,Fried Chicken Breast,Protein,1/2 small chicken breast,82.56,28.5,3.94,0.41,151.47,0,0,1,0,1,0.0,Duplicate
3959,Brown Bread Roll,Grains,1 medium roll,36.92,0.0,0.0,0.0,0.0,1,1,1,1,0,1.0,Duplicate
3960,Low-Fat Strawberry Yogurt,Dairy,1 cup,233.47,8.85,2.6,43.44,233.45,1,0,0,0,0,0.25,Duplicate
3961,Kingfish,Protein,Palm-sized portion,97.55,19.62,9.39,0.0,161.5,0,0,0,0,0,0.0,Duplicate
3962,Beetroot,Vegetables,Sliced (1/2 cup),66.69,1.1,0.1,6.57,30.28,0,0,0,0,0,0.5,Duplicate
3963,Full-Fat Ricotta Cheese,Dairy,1 cup,123.28,14.06,15.71,3.86,214.14,0,0,0,0,0,1.0,Duplicate
3964,Lemon Peel,Fruits,1 tsp,5.83,0.1,0.0,1.01,4.23,0,1,0,1,1,1.0,Duplicate
3965,Meed Fish (Silver Biddy),Protein,Palm-sized portion,99.15,18.2,16.25,0.0,218.0,0,0,0,0,0,0.5,Duplicate
3966,Meed Fish (Silver Biddy),Protein,Palm-sized portion,100.62,18.41,15.7,0.0,215.08,0,0,0,0,0,0.5,Duplicate
3967,Orange,Fruits,1 medium one,133.88,1.19,0.2,15.15,66.49,0,1,0,1,1,1.0,Duplicate
3968,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,27.38,8.92,0.0,0.97,41.13,0,0,0,0,0,0.0,Duplicate
3969,Kiwi,Fruits,1 medium one,77.14,0.9,0.4,10.77,51.36,0,1,0,1,1,1.0,Duplicate
3970,Brown Wheat Flour,Grains,1 cup,121.55,16.78,2.15,86.3,432.32,1,1,0,1,0,0.5,Duplicate
3971,Bread Crumbs,Grains,1 cup,104.93,14.43,5.67,78.98,423.89,1,1,0,1,0,0.75,Duplicate
3972,Purslane,Vegetables,1 cup,43.09,0.6,0.0,1.47,10.14,0,0,0,0,0,0.5,Duplicate
3973,Brown Rice Flour,Grains,1 cup,160.18,11.16,4.48,123.87,582.17,1,1,0,1,0,0.5,Duplicate
3974,Red Hot Pepper,Vegetables,1 piece,44.37,0.82,0.19,3.94,19.74,0,0,0,0,0,0.75,Duplicate
3975,Roasted Duck without Skin,Protein,Palm-sized portion,83.82,19.63,9.23,0.0,162.63,1,0,0,0,1,0.25,Duplicate
3976,Chicken,Protein,Palm-sized portion,87.42,18.12,2.6,0.0,97.24,0,0,0,0,1,1.0,Duplicate
3977,Canned Tuna Fish,Protein,Palm-sized portion,84.21,21.8,0.71,0.0,95.24,0,0,0,0,0,0.0,Duplicate
3978,Toast Cubes,Grains,1 cup,30.26,3.7,1.98,21.46,118.37,1,1,0,1,0,0.25,Duplicate
3979,Scrambled Egg with Milk,Protein,1 egg,60.69,6.91,7.48,1.26,101.16,1,0,1,0,0,0.75,Duplicate
3980,Full-Fat Ricotta Cheese,Dairy,1 cup,127.55,13.93,15.86,3.79,212.1,0,0,0,0,0,0.25,Duplicate
3981,Vegetable Salad,Vegetables,1 cup,97.63,0.93,1.81,4.48,36.69,0,0,1,0,0,0.75,Duplicate
3982,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,101.11,19.36,3.63,0.41,113.58,1,0,0,0,1,1.0,Duplicate
3983,Sunflower Oil,Fats and Oils,1 tsp,13.79,0.0,14.0,0.0,124.32,0,0,0,0,0,0.75,Duplicate
3984,Apple,Fruits,1 medium one,140.31,0.41,0.2,19.07,78.6,0,1,0,1,1,0.5,Duplicate
3985,Brown Bread,Grains,1/4 loaf,28.32,3.56,0.92,11.4,69.45,1,1,0,1,0,0.25,Duplicate
3986,Mushroom,Vegetables,Sliced (1 cup),70.45,2.14,0.2,2.26,17.68,0,0,0,0,0,0.25,Duplicate
3987,Cooked Noodles,Grains,1 cup,155.8,7.65,2.3,39.9,209.16,0,1,1,1,1,0.75,Duplicate
3988,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.18,6.19,6.42,0.61,86.91,0,0,0,0,0,0.5,Duplicate
3989,Corn Oil,Fats and Oils,1 tsp,13.41,0.0,13.26,0.0,118.64,0,0,0,0,0,0.75,Duplicate
3990,Cooked Noodles,Grains,1 cup,161.21,7.52,2.39,40.58,215.38,0,1,1,1,1,0.5,Duplicate
3991,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,101.9,19.39,3.67,0.4,111.47,1,0,0,0,1,0.25,Duplicate
3992,Grilled Safi Fish,Protein,Palm-sized portion,99.8,27.6,4.35,0.0,147.57,0,0,0,0,1,1.0,Duplicate
3993,Turkey Egg,Protein,1 egg,79.95,11.08,9.14,0.93,128.8,1,0,0,0,0,0.25,Duplicate
3994,Grated Parmesan Cheese,Dairy,1 tsp,5.02,1.88,1.42,0.2,19.96,0,0,0,0,0,0.5,Duplicate
3995,Frozen Peas,Vegetables,1 cup,64.02,1.78,0.1,4.69,27.95,1,0,0,0,0,1.0,Duplicate
3996,Fat-Free Fruit Yogurt,Dairy,1 cup,220.56,9.93,0.51,42.94,215.33,1,0,0,0,0,1.0,Duplicate
3997,Dried Egg,Protein,1 tsp,4.86,2.36,2.27,0.1,30.94,1,0,0,0,0,0.75,Duplicate
3998,Mayonnaise,Fats and Oils,1 tsp,15.09,0.13,4.92,3.43,58.38,0,0,0,0,0,0.5,Duplicate
